date,hour,month,year,day_name,is_weekend,type,source,cashflow
2022-12-16,18,12,2022,Friday,Yes,Pick Up,Cashier,47.0
2022-12-16,19,12,2022,Friday,Yes,Dine In,Cashier,21.5
2022-12-16,19,12,2022,Friday,Yes,Pick Up,Cashier,88.0
2022-12-16,20,12,2022,Friday,Yes,Dine In,Cashier,13.5
2022-12-16,20,12,2022,Friday,Yes,Pick Up,Cashier,46.5
2022-12-16,21,12,2022,Friday,Yes,Dine In,Cashier,0.0
2022-12-16,21,12,2022,Friday,Yes,Pick Up,Cashier,66.75
2022-12-16,22,12,2022,Friday,Yes,Pick Up,Cashier,16.5
2022-12-17,8,12,2022,Saturday,Yes,Pick Up,Cashier,5.0
2022-12-17,9,12,2022,Saturday,Yes,Dine In,Cashier,0.5
2022-12-17,10,12,2022,Saturday,Yes,Dine In,Cashier,0.5
2022-12-17,10,12,2022,Saturday,Yes,Pick Up,Cashier,9.0
2022-12-17,11,12,2022,Saturday,Yes,Pick Up,Cashier,44.75
2022-12-17,12,12,2022,Saturday,Yes,Dine In,Cashier,2.0
2022-12-17,12,12,2022,Saturday,Yes,Pick Up,Cashier,157.15
2022-12-17,13,12,2022,Saturday,Yes,Dine In,Cashier,16.0
2022-12-17,13,12,2022,Saturday,Yes,Pick Up,Cashier,37.5
2022-12-17,14,12,2022,Saturday,Yes,Pick Up,Cashier,36.0
2022-12-17,15,12,2022,Saturday,Yes,Dine In,Cashier,28.0
2022-12-17,15,12,2022,Saturday,Yes,Pick Up,Cashier,28.75
2022-12-17,16,12,2022,Saturday,Yes,Dine In,Cashier,39.3
2022-12-17,16,12,2022,Saturday,Yes,Pick Up,Cashier,78.25
2022-12-17,17,12,2022,Saturday,Yes,Dine In,Cashier,16.5
2022-12-17,17,12,2022,Saturday,Yes,Pick Up,Cashier,45.5
2022-12-17,18,12,2022,Saturday,Yes,Dine In,Cashier,40.5
2022-12-17,18,12,2022,Saturday,Yes,Pick Up,Cashier,88.55
2022-12-17,19,12,2022,Saturday,Yes,Dine In,Cashier,35.0
2022-12-17,19,12,2022,Saturday,Yes,Pick Up,Cashier,52.25
2022-12-17,20,12,2022,Saturday,Yes,Dine In,Cashier,23.0
2022-12-17,20,12,2022,Saturday,Yes,Pick Up,Cashier,26.25
2022-12-17,21,12,2022,Saturday,Yes,Pick Up,Cashier,47.5
2022-12-18,8,12,2022,Sunday,No,Pick Up,Cashier,12.75
2022-12-18,10,12,2022,Sunday,No,Dine In,Cashier,38.75
2022-12-18,10,12,2022,Sunday,No,Pick Up,Cashier,16.5
2022-12-18,11,12,2022,Sunday,No,Dine In,Cashier,0.5
2022-12-18,11,12,2022,Sunday,No,Pick Up,Cashier,29.25
2022-12-18,12,12,2022,Sunday,No,Pick Up,Cashier,31.0
2022-12-18,13,12,2022,Sunday,No,Dine In,Cashier,7.9
2022-12-18,13,12,2022,Sunday,No,Pick Up,Cashier,33.75
2022-12-18,14,12,2022,Sunday,No,Dine In,Cashier,26.5
2022-12-18,14,12,2022,Sunday,No,Pick Up,Cashier,86.75
2022-12-18,15,12,2022,Sunday,No,Pick Up,Cashier,40.75
2022-12-18,16,12,2022,Sunday,No,Dine In,Cashier,0.0
2022-12-18,16,12,2022,Sunday,No,Pick Up,Cashier,59.5
2022-12-18,17,12,2022,Sunday,No,Pick Up,Cashier,21.5
2022-12-18,18,12,2022,Sunday,No,Pick Up,Cashier,11.75
2022-12-18,19,12,2022,Sunday,No,Dine In,Cashier,7.75
2022-12-18,19,12,2022,Sunday,No,Pick Up,Cashier,38.0
2022-12-18,20,12,2022,Sunday,No,Dine In,Cashier,27.5
2022-12-18,20,12,2022,Sunday,No,Pick Up,Cashier,28.5
2022-12-18,21,12,2022,Sunday,No,Dine In,Cashier,1.0
2022-12-18,21,12,2022,Sunday,No,Pick Up,Cashier,51.25
2022-12-18,22,12,2022,Sunday,No,Pick Up,Cashier,5.75
2022-12-19,8,12,2022,Monday,No,Pick Up,Cashier,11.75
2022-12-19,9,12,2022,Monday,No,Pick Up,Cashier,38.75
2022-12-19,10,12,2022,Monday,No,Pick Up,Cashier,41.55
2022-12-19,11,12,2022,Monday,No,Dine In,Cashier,17.0
2022-12-19,11,12,2022,Monday,No,Pick Up,Cashier,26.3
2022-12-19,12,12,2022,Monday,No,Pick Up,Cashier,52.75
2022-12-19,13,12,2022,Monday,No,Pick Up,Cashier,118.0
2022-12-19,14,12,2022,Monday,No,Dine In,Cashier,18.0
2022-12-19,14,12,2022,Monday,No,Pick Up,Cashier,91.75
2022-12-19,15,12,2022,Monday,No,Pick Up,Cashier,60.0
2022-12-19,16,12,2022,Monday,No,Dine In,Cashier,5.0
2022-12-19,16,12,2022,Monday,No,Pick Up,Cashier,53.5
2022-12-19,17,12,2022,Monday,No,Pick Up,Cashier,39.25
2022-12-19,18,12,2022,Monday,No,Dine In,Cashier,34.5
2022-12-19,18,12,2022,Monday,No,Pick Up,Cashier,27.85
2022-12-19,19,12,2022,Monday,No,Pick Up,Cashier,76.75
2022-12-19,20,12,2022,Monday,No,Dine In,Cashier,15.4
2022-12-19,20,12,2022,Monday,No,Pick Up,Cashier,10.0
2022-12-19,21,12,2022,Monday,No,Dine In,Cashier,11.5
2022-12-19,21,12,2022,Monday,No,Pick Up,Cashier,40.5
2022-12-20,8,12,2022,Tuesday,No,Pick Up,Cashier,23.0
2022-12-20,9,12,2022,Tuesday,No,Dine In,Cashier,10.0
2022-12-20,9,12,2022,Tuesday,No,Pick Up,Cashier,32.25
2022-12-20,10,12,2022,Tuesday,No,Dine In,Cashier,0.5
2022-12-20,10,12,2022,Tuesday,No,Pick Up,Cashier,30.25
2022-12-20,11,12,2022,Tuesday,No,Dine In,Cashier,15.5
2022-12-20,11,12,2022,Tuesday,No,Pick Up,Cashier,80.0
2022-12-20,12,12,2022,Tuesday,No,Dine In,Cashier,8.5
2022-12-20,12,12,2022,Tuesday,No,Pick Up,Cashier,78.65
2022-12-20,13,12,2022,Tuesday,No,Dine In,Cashier,0.5
2022-12-20,13,12,2022,Tuesday,No,Pick Up,Cashier,122.55
2022-12-20,14,12,2022,Tuesday,No,Pick Up,Cashier,60.75
2022-12-20,15,12,2022,Tuesday,No,Dine In,Cashier,25.75
2022-12-20,15,12,2022,Tuesday,No,Pick Up,Cashier,35.75
2022-12-20,16,12,2022,Tuesday,No,Dine In,Cashier,30.0
2022-12-20,16,12,2022,Tuesday,No,Pick Up,Cashier,44.5
2022-12-20,17,12,2022,Tuesday,No,Dine In,Cashier,22.9
2022-12-20,17,12,2022,Tuesday,No,Pick Up,Cashier,12.0
2022-12-20,18,12,2022,Tuesday,No,Dine In,Cashier,39.75
2022-12-20,18,12,2022,Tuesday,No,Pick Up,Cashier,18.75
2022-12-20,19,12,2022,Tuesday,No,Dine In,Cashier,21.0
2022-12-20,19,12,2022,Tuesday,No,Pick Up,Cashier,106.5
2022-12-20,21,12,2022,Tuesday,No,Pick Up,Cashier,5.25
2022-12-21,8,12,2022,Wednesday,No,Dine In,Cashier,12.0
2022-12-21,8,12,2022,Wednesday,No,Pick Up,Cashier,14.0
2022-12-21,9,12,2022,Wednesday,No,Dine In,Cashier,5.0
2022-12-21,9,12,2022,Wednesday,No,Pick Up,Cashier,24.65
2022-12-21,10,12,2022,Wednesday,No,Pick Up,Cashier,3.75
2022-12-21,11,12,2022,Wednesday,No,Dine In,Cashier,7.0
2022-12-21,11,12,2022,Wednesday,No,Pick Up,Cashier,60.75
2022-12-21,12,12,2022,Wednesday,No,Dine In,Cashier,12.5
2022-12-21,12,12,2022,Wednesday,No,Pick Up,Cashier,47.0
2022-12-21,13,12,2022,Wednesday,No,Pick Up,Cashier,41.75
2022-12-21,14,12,2022,Wednesday,No,Dine In,Cashier,66.0
2022-12-21,14,12,2022,Wednesday,No,Pick Up,Cashier,93.25
2022-12-21,15,12,2022,Wednesday,No,Dine In,Cashier,11.5
2022-12-21,15,12,2022,Wednesday,No,Pick Up,Cashier,10.0
2022-12-21,16,12,2022,Wednesday,No,Dine In,Cashier,32.15
2022-12-21,16,12,2022,Wednesday,No,Pick Up,Cashier,47.75
2022-12-21,17,12,2022,Wednesday,No,Dine In,Cashier,0.5
2022-12-21,17,12,2022,Wednesday,No,Pick Up,Cashier,51.25
2022-12-21,18,12,2022,Wednesday,No,Dine In,Cashier,14.5
2022-12-21,18,12,2022,Wednesday,No,Pick Up,Cashier,61.75
2022-12-21,19,12,2022,Wednesday,No,Dine In,Cashier,31.9
2022-12-21,19,12,2022,Wednesday,No,Pick Up,Cashier,29.0
2022-12-21,20,12,2022,Wednesday,No,Dine In,Cashier,11.0
2022-12-21,20,12,2022,Wednesday,No,Pick Up,Cashier,2.0
2022-12-21,21,12,2022,Wednesday,No,Pick Up,Cashier,20.25
2022-12-22,9,12,2022,Thursday,No,Pick Up,Cashier,96.25
2022-12-22,10,12,2022,Thursday,No,Pick Up,Cashier,48.0
2022-12-22,11,12,2022,Thursday,No,Dine In,Cashier,9.5
2022-12-22,11,12,2022,Thursday,No,Pick Up,Cashier,77.25
2022-12-22,12,12,2022,Thursday,No,Pick Up,Cashier,48.0
2022-12-22,13,12,2022,Thursday,No,Dine In,Cashier,14.5
2022-12-22,13,12,2022,Thursday,No,Pick Up,Cashier,59.75
2022-12-22,14,12,2022,Thursday,No,Dine In,Cashier,40.0
2022-12-22,14,12,2022,Thursday,No,Pick Up,Cashier,115.25
2022-12-22,15,12,2022,Thursday,No,Dine In,Cashier,24.75
2022-12-22,15,12,2022,Thursday,No,Pick Up,Cashier,77.5
2022-12-22,16,12,2022,Thursday,No,Dine In,Cashier,95.3
2022-12-22,16,12,2022,Thursday,No,Pick Up,Cashier,74.75
2022-12-22,17,12,2022,Thursday,No,Dine In,Cashier,40.95
2022-12-22,17,12,2022,Thursday,No,Pick Up,Cashier,35.25
2022-12-22,18,12,2022,Thursday,No,Dine In,Cashier,16.8
2022-12-22,18,12,2022,Thursday,No,Pick Up,Cashier,86.5
2022-12-22,19,12,2022,Thursday,No,Dine In,Cashier,18.5
2022-12-22,19,12,2022,Thursday,No,Pick Up,Cashier,72.15
2022-12-22,20,12,2022,Thursday,No,Dine In,Cashier,11.25
2022-12-22,20,12,2022,Thursday,No,Pick Up,Cashier,66.0
2022-12-22,21,12,2022,Thursday,No,Dine In,Cashier,42.0
2022-12-22,21,12,2022,Thursday,No,Pick Up,Cashier,48.5
2022-12-23,10,12,2022,Friday,Yes,Pick Up,Cashier,25.5
2022-12-23,12,12,2022,Friday,Yes,Dine In,Cashier,13.0
2022-12-23,12,12,2022,Friday,Yes,Pick Up,Cashier,31.25
2022-12-23,13,12,2022,Friday,Yes,Dine In,Cashier,14.0
2022-12-23,13,12,2022,Friday,Yes,Pick Up,Cashier,42.0
2022-12-23,14,12,2022,Friday,Yes,Pick Up,Cashier,135.75
2022-12-23,15,12,2022,Friday,Yes,Dine In,Cashier,23.5
2022-12-23,15,12,2022,Friday,Yes,Pick Up,Cashier,41.5
2022-12-23,16,12,2022,Friday,Yes,Dine In,Cashier,31.75
2022-12-23,16,12,2022,Friday,Yes,Pick Up,Cashier,47.25
2022-12-23,17,12,2022,Friday,Yes,Dine In,Cashier,15.5
2022-12-23,17,12,2022,Friday,Yes,Pick Up,Cashier,73.05
2022-12-23,18,12,2022,Friday,Yes,Pick Up,Cashier,52.25
2022-12-23,19,12,2022,Friday,Yes,Dine In,Cashier,17.0
2022-12-23,19,12,2022,Friday,Yes,Pick Up,Cashier,50.75
2022-12-23,20,12,2022,Friday,Yes,Pick Up,Cashier,51.5
2022-12-23,21,12,2022,Friday,Yes,Dine In,Cashier,2.5
2022-12-24,8,12,2022,Saturday,Yes,Pick Up,Cashier,15.25
2022-12-24,10,12,2022,Saturday,Yes,Pick Up,Cashier,9.0
2022-12-24,11,12,2022,Saturday,Yes,Dine In,Cashier,23.5
2022-12-24,11,12,2022,Saturday,Yes,Pick Up,Cashier,47.75
2022-12-24,12,12,2022,Saturday,Yes,Dine In,Cashier,14.0
2022-12-24,12,12,2022,Saturday,Yes,Pick Up,Cashier,89.25
2022-12-24,13,12,2022,Saturday,Yes,Dine In,Cashier,26.0
2022-12-24,13,12,2022,Saturday,Yes,Pick Up,Cashier,81.95
2022-12-24,14,12,2022,Saturday,Yes,Dine In,Cashier,13.0
2022-12-24,14,12,2022,Saturday,Yes,Pick Up,Cashier,18.75
2022-12-24,15,12,2022,Saturday,Yes,Dine In,Cashier,50.75
2022-12-24,15,12,2022,Saturday,Yes,Pick Up,Cashier,69.5
2022-12-24,16,12,2022,Saturday,Yes,Dine In,Cashier,11.5
2022-12-24,16,12,2022,Saturday,Yes,Pick Up,Cashier,40.75
2022-12-24,17,12,2022,Saturday,Yes,Dine In,Cashier,32.5
2022-12-24,17,12,2022,Saturday,Yes,Pick Up,Cashier,55.75
2022-12-24,18,12,2022,Saturday,Yes,Dine In,Cashier,3.75
2022-12-24,18,12,2022,Saturday,Yes,Pick Up,Cashier,23.0
2022-12-24,19,12,2022,Saturday,Yes,Dine In,Cashier,9.8
2022-12-24,19,12,2022,Saturday,Yes,Pick Up,Cashier,7.5
2022-12-24,20,12,2022,Saturday,Yes,Dine In,Cashier,5.0
2022-12-24,20,12,2022,Saturday,Yes,Pick Up,Cashier,13.5
2022-12-24,21,12,2022,Saturday,Yes,Dine In,Cashier,20.0
2022-12-24,21,12,2022,Saturday,Yes,Pick Up,Cashier,17.25
2022-12-24,22,12,2022,Saturday,Yes,Dine In,Cashier,36.5
2022-12-25,9,12,2022,Sunday,No,Pick Up,Cashier,13.5
2022-12-25,10,12,2022,Sunday,No,Pick Up,Cashier,5.25
2022-12-25,11,12,2022,Sunday,No,Dine In,Cashier,12.25
2022-12-25,11,12,2022,Sunday,No,Pick Up,Cashier,14.3
2022-12-25,12,12,2022,Sunday,No,Dine In,Cashier,35.75
2022-12-25,12,12,2022,Sunday,No,Pick Up,Cashier,84.75
2022-12-25,13,12,2022,Sunday,No,Dine In,Cashier,8.0
2022-12-25,13,12,2022,Sunday,No,Pick Up,Cashier,75.5
2022-12-25,14,12,2022,Sunday,No,Dine In,Cashier,42.3
2022-12-25,14,12,2022,Sunday,No,Pick Up,Cashier,53.25
2022-12-25,15,12,2022,Sunday,No,Dine In,Cashier,25.5
2022-12-25,15,12,2022,Sunday,No,Pick Up,Cashier,44.25
2022-12-25,16,12,2022,Sunday,No,Dine In,Cashier,26.5
2022-12-25,16,12,2022,Sunday,No,Pick Up,Cashier,34.75
2022-12-25,17,12,2022,Sunday,No,Dine In,Cashier,13.0
2022-12-25,17,12,2022,Sunday,No,Pick Up,Cashier,46.0
2022-12-25,18,12,2022,Sunday,No,Pick Up,Cashier,78.25
2022-12-25,19,12,2022,Sunday,No,Dine In,Cashier,20.1
2022-12-25,19,12,2022,Sunday,No,Pick Up,Cashier,53.25
2022-12-25,20,12,2022,Sunday,No,Pick Up,Cashier,58.75
2022-12-25,21,12,2022,Sunday,No,Pick Up,Cashier,16.5
2022-12-25,22,12,2022,Sunday,No,Pick Up,Cashier,4.25
2022-12-26,7,12,2022,Monday,No,Pick Up,Cashier,17.0
2022-12-26,9,12,2022,Monday,No,Dine In,Cashier,35.0
2022-12-26,9,12,2022,Monday,No,Pick Up,Cashier,3.75
2022-12-26,10,12,2022,Monday,No,Pick Up,Cashier,4.25
2022-12-26,11,12,2022,Monday,No,Dine In,Cashier,19.0
2022-12-26,11,12,2022,Monday,No,Pick Up,Cashier,11.75
2022-12-26,12,12,2022,Monday,No,Dine In,Cashier,27.75
2022-12-26,12,12,2022,Monday,No,Pick Up,Cashier,51.75
2022-12-26,13,12,2022,Monday,No,Dine In,Cashier,43.0
2022-12-26,13,12,2022,Monday,No,Pick Up,Cashier,48.75
2022-12-26,14,12,2022,Monday,No,Pick Up,Cashier,26.3
2022-12-26,15,12,2022,Monday,No,Dine In,Cashier,26.0
2022-12-26,15,12,2022,Monday,No,Pick Up,Cashier,45.25
2022-12-26,16,12,2022,Monday,No,Pick Up,Cashier,47.25
2022-12-26,17,12,2022,Monday,No,Dine In,Cashier,41.0
2022-12-26,17,12,2022,Monday,No,Pick Up,Cashier,64.0
2022-12-26,18,12,2022,Monday,No,Dine In,Cashier,21.9
2022-12-26,19,12,2022,Monday,No,Dine In,Cashier,2.0
2022-12-26,19,12,2022,Monday,No,Pick Up,Cashier,40.25
2022-12-26,20,12,2022,Monday,No,Pick Up,Cashier,13.75
2022-12-26,21,12,2022,Monday,No,Pick Up,Cashier,11.25
2022-12-27,9,12,2022,Tuesday,No,Dine In,Cashier,4.0
2022-12-27,10,12,2022,Tuesday,No,Dine In,Cashier,11.5
2022-12-27,10,12,2022,Tuesday,No,Pick Up,Cashier,18.25
2022-12-27,11,12,2022,Tuesday,No,Dine In,Cashier,32.5
2022-12-27,11,12,2022,Tuesday,No,Pick Up,Cashier,43.25
2022-12-27,12,12,2022,Tuesday,No,Dine In,Cashier,5.0
2022-12-27,12,12,2022,Tuesday,No,Pick Up,Cashier,37.5
2022-12-27,13,12,2022,Tuesday,No,Dine In,Cashier,10.0
2022-12-27,13,12,2022,Tuesday,No,Pick Up,Cashier,35.0
2022-12-27,14,12,2022,Tuesday,No,Dine In,Cashier,16.0
2022-12-27,14,12,2022,Tuesday,No,Pick Up,Cashier,20.5
2022-12-27,15,12,2022,Tuesday,No,Dine In,Cashier,33.0
2022-12-27,15,12,2022,Tuesday,No,Pick Up,Cashier,39.5
2022-12-27,16,12,2022,Tuesday,No,Dine In,Cashier,42.0
2022-12-27,16,12,2022,Tuesday,No,Pick Up,Cashier,57.0
2022-12-27,17,12,2022,Tuesday,No,Dine In,Cashier,17.0
2022-12-27,17,12,2022,Tuesday,No,Pick Up,Cashier,33.0
2022-12-27,18,12,2022,Tuesday,No,Dine In,Cashier,24.25
2022-12-27,18,12,2022,Tuesday,No,Pick Up,Cashier,59.75
2022-12-27,19,12,2022,Tuesday,No,Dine In,Cashier,9.0
2022-12-27,19,12,2022,Tuesday,No,Pick Up,Cashier,51.75
2022-12-27,20,12,2022,Tuesday,No,Dine In,Cashier,2.0
2022-12-27,20,12,2022,Tuesday,No,Pick Up,Call Center,4.0
2022-12-27,20,12,2022,Tuesday,No,Pick Up,Cashier,4.0
2022-12-27,21,12,2022,Tuesday,No,Pick Up,Cashier,28.0
2022-12-27,22,12,2022,Tuesday,No,Pick Up,Cashier,169.75
2022-12-28,8,12,2022,Wednesday,No,Pick Up,Cashier,6.0
2022-12-28,9,12,2022,Wednesday,No,Pick Up,Cashier,68.0
2022-12-28,10,12,2022,Wednesday,No,Dine In,Cashier,11.0
2022-12-28,10,12,2022,Wednesday,No,Pick Up,Cashier,54.85
2022-12-28,11,12,2022,Wednesday,No,Dine In,Cashier,5.9
2022-12-28,11,12,2022,Wednesday,No,Pick Up,Cashier,65.75
2022-12-28,12,12,2022,Wednesday,No,Dine In,Cashier,47.0
2022-12-28,12,12,2022,Wednesday,No,Pick Up,Cashier,27.5
2022-12-28,13,12,2022,Wednesday,No,Dine In,Cashier,41.0
2022-12-28,13,12,2022,Wednesday,No,Pick Up,Cashier,5.75
2022-12-28,14,12,2022,Wednesday,No,Dine In,Cashier,7.5
2022-12-28,14,12,2022,Wednesday,No,Pick Up,Cashier,26.9
2022-12-28,15,12,2022,Wednesday,No,Pick Up,Cashier,34.5
2022-12-28,16,12,2022,Wednesday,No,Dine In,Cashier,13.0
2022-12-28,16,12,2022,Wednesday,No,Pick Up,Cashier,36.25
2022-12-28,17,12,2022,Wednesday,No,Dine In,Cashier,41.25
2022-12-28,17,12,2022,Wednesday,No,Pick Up,Cashier,46.75
2022-12-28,18,12,2022,Wednesday,No,Dine In,Cashier,17.4
2022-12-28,18,12,2022,Wednesday,No,Pick Up,Cashier,21.9
2022-12-28,19,12,2022,Wednesday,No,Dine In,Cashier,25.0
2022-12-28,19,12,2022,Wednesday,No,Pick Up,Cashier,34.0
2022-12-28,20,12,2022,Wednesday,No,Dine In,Cashier,7.0
2022-12-28,20,12,2022,Wednesday,No,Pick Up,Cashier,161.25
2022-12-28,21,12,2022,Wednesday,No,Pick Up,Cashier,39.4
2022-12-28,22,12,2022,Wednesday,No,Pick Up,Cashier,10.75
2022-12-29,9,12,2022,Thursday,No,Dine In,Cashier,14.0
2022-12-29,9,12,2022,Thursday,No,Pick Up,Cashier,37.25
2022-12-29,10,12,2022,Thursday,No,Dine In,Cashier,12.75
2022-12-29,10,12,2022,Thursday,No,Pick Up,Cashier,99.0
2022-12-29,11,12,2022,Thursday,No,Dine In,Cashier,10.0
2022-12-29,11,12,2022,Thursday,No,Pick Up,Cashier,19.5
2022-12-29,12,12,2022,Thursday,No,Dine In,Cashier,46.5
2022-12-29,12,12,2022,Thursday,No,Pick Up,Cashier,40.25
2022-12-29,13,12,2022,Thursday,No,Dine In,Cashier,27.0
2022-12-29,13,12,2022,Thursday,No,Pick Up,Cashier,22.0
2022-12-29,14,12,2022,Thursday,No,Dine In,Cashier,33.0
2022-12-29,14,12,2022,Thursday,No,Pick Up,Cashier,39.75
2022-12-29,15,12,2022,Thursday,No,Dine In,Cashier,64.6
2022-12-29,15,12,2022,Thursday,No,Pick Up,Cashier,47.0
2022-12-29,16,12,2022,Thursday,No,Dine In,Cashier,58.0
2022-12-29,16,12,2022,Thursday,No,Pick Up,Cashier,99.75
2022-12-29,17,12,2022,Thursday,No,Dine In,Cashier,76.25
2022-12-29,17,12,2022,Thursday,No,Pick Up,Cashier,61.0
2022-12-29,18,12,2022,Thursday,No,Dine In,Cashier,76.8
2022-12-29,18,12,2022,Thursday,No,Pick Up,Cashier,67.5
2022-12-29,19,12,2022,Thursday,No,Dine In,Cashier,88.5
2022-12-29,19,12,2022,Thursday,No,Pick Up,Cashier,49.5
2022-12-29,20,12,2022,Thursday,No,Dine In,Cashier,35.4
2022-12-29,20,12,2022,Thursday,No,Pick Up,Cashier,45.55
2022-12-29,21,12,2022,Thursday,No,Dine In,Cashier,20.5
2022-12-29,21,12,2022,Thursday,No,Pick Up,Cashier,54.75
2022-12-29,22,12,2022,Thursday,No,Dine In,Cashier,10.0
2022-12-29,22,12,2022,Thursday,No,Pick Up,Cashier,12.75
2022-12-30,10,12,2022,Friday,Yes,Pick Up,Cashier,10.75
2022-12-30,11,12,2022,Friday,Yes,Dine In,Cashier,23.4
2022-12-30,11,12,2022,Friday,Yes,Pick Up,Cashier,54.75
2022-12-30,12,12,2022,Friday,Yes,Dine In,Cashier,47.75
2022-12-30,12,12,2022,Friday,Yes,Pick Up,Cashier,58.05
2022-12-30,13,12,2022,Friday,Yes,Dine In,Cashier,21.5
2022-12-30,13,12,2022,Friday,Yes,Pick Up,Cashier,36.5
2022-12-30,14,12,2022,Friday,Yes,Dine In,Cashier,65.5
2022-12-30,14,12,2022,Friday,Yes,Pick Up,Cashier,50.9
2022-12-30,15,12,2022,Friday,Yes,Dine In,Cashier,9.0
2022-12-30,15,12,2022,Friday,Yes,Pick Up,Cashier,29.0
2022-12-30,16,12,2022,Friday,Yes,Dine In,Cashier,53.75
2022-12-30,16,12,2022,Friday,Yes,Pick Up,Cashier,91.75
2022-12-30,17,12,2022,Friday,Yes,Dine In,Cashier,38.0
2022-12-30,17,12,2022,Friday,Yes,Pick Up,Cashier,60.0
2022-12-30,18,12,2022,Friday,Yes,Dine In,Cashier,46.5
2022-12-30,18,12,2022,Friday,Yes,Pick Up,Cashier,15.75
2022-12-30,19,12,2022,Friday,Yes,Dine In,Cashier,53.5
2022-12-30,19,12,2022,Friday,Yes,Pick Up,Cashier,57.0
2022-12-30,20,12,2022,Friday,Yes,Pick Up,Cashier,71.25
2022-12-30,21,12,2022,Friday,Yes,Dine In,Cashier,6.0
2022-12-30,21,12,2022,Friday,Yes,Pick Up,Cashier,45.25
2022-12-30,22,12,2022,Friday,Yes,Pick Up,Cashier,28.5
2022-12-31,9,12,2022,Saturday,Yes,Pick Up,Cashier,20.75
2022-12-31,10,12,2022,Saturday,Yes,Pick Up,Cashier,9.0
2022-12-31,11,12,2022,Saturday,Yes,Dine In,Cashier,19.8
2022-12-31,11,12,2022,Saturday,Yes,Pick Up,Cashier,60.0
2022-12-31,12,12,2022,Saturday,Yes,Pick Up,Cashier,74.75
2022-12-31,13,12,2022,Saturday,Yes,Dine In,Cashier,13.0
2022-12-31,13,12,2022,Saturday,Yes,Pick Up,Cashier,84.75
2022-12-31,14,12,2022,Saturday,Yes,Dine In,Cashier,5.0
2022-12-31,14,12,2022,Saturday,Yes,Pick Up,Cashier,28.5
2022-12-31,15,12,2022,Saturday,Yes,Dine In,Cashier,28.25
2022-12-31,15,12,2022,Saturday,Yes,Pick Up,Cashier,72.0
2022-12-31,16,12,2022,Saturday,Yes,Dine In,Cashier,25.25
2022-12-31,16,12,2022,Saturday,Yes,Pick Up,Cashier,50.25
2022-12-31,17,12,2022,Saturday,Yes,Pick Up,Cashier,16.5
2022-12-31,18,12,2022,Saturday,Yes,Dine In,Cashier,32.25
2022-12-31,18,12,2022,Saturday,Yes,Pick Up,Cashier,124.5
2022-12-31,19,12,2022,Saturday,Yes,Dine In,Cashier,83.25
2022-12-31,19,12,2022,Saturday,Yes,Pick Up,Cashier,60.25
2022-12-31,20,12,2022,Saturday,Yes,Dine In,Cashier,56.5
2022-12-31,20,12,2022,Saturday,Yes,Pick Up,Cashier,41.0
2022-12-31,21,12,2022,Saturday,Yes,Dine In,Cashier,63.0
2022-12-31,21,12,2022,Saturday,Yes,Pick Up,Cashier,62.5
2022-12-31,22,12,2022,Saturday,Yes,Dine In,Cashier,61.5
2022-12-31,22,12,2022,Saturday,Yes,Pick Up,Cashier,50.05
2022-12-31,23,12,2022,Saturday,Yes,Dine In,Cashier,14.75
2022-12-31,23,12,2022,Saturday,Yes,Pick Up,Cashier,27.25
2023-01-01,9,1,2023,Sunday,No,Pick Up,Cashier,19.0
2023-01-01,10,1,2023,Sunday,No,Pick Up,Cashier,25.0
2023-01-01,11,1,2023,Sunday,No,Dine In,Cashier,20.5
2023-01-01,11,1,2023,Sunday,No,Pick Up,Cashier,39.5
2023-01-01,12,1,2023,Sunday,No,Dine In,Cashier,21.75
2023-01-01,12,1,2023,Sunday,No,Pick Up,Cashier,1.5
2023-01-01,13,1,2023,Sunday,No,Dine In,Cashier,2.0
2023-01-01,13,1,2023,Sunday,No,Pick Up,Cashier,28.25
2023-01-01,14,1,2023,Sunday,No,Dine In,Cashier,18.5
2023-01-01,14,1,2023,Sunday,No,Pick Up,Cashier,16.0
2023-01-01,15,1,2023,Sunday,No,Pick Up,Cashier,42.0
2023-01-01,16,1,2023,Sunday,No,Dine In,Cashier,18.5
2023-01-01,16,1,2023,Sunday,No,Pick Up,Cashier,42.0
2023-01-01,17,1,2023,Sunday,No,Dine In,Cashier,22.5
2023-01-01,17,1,2023,Sunday,No,Pick Up,Cashier,17.0
2023-01-01,18,1,2023,Sunday,No,Dine In,Cashier,25.25
2023-01-01,18,1,2023,Sunday,No,Pick Up,Cashier,4.25
2023-01-01,19,1,2023,Sunday,No,Dine In,Cashier,141.25
2023-01-01,19,1,2023,Sunday,No,Pick Up,Cashier,112.0
2023-01-01,20,1,2023,Sunday,No,Pick Up,Cashier,33.25
2023-01-01,21,1,2023,Sunday,No,Pick Up,Cashier,1.0
2023-01-01,22,1,2023,Sunday,No,Pick Up,Cashier,5.75
2023-01-02,8,1,2023,Monday,No,Pick Up,Cashier,4.5
2023-01-02,9,1,2023,Monday,No,Dine In,Cashier,9.25
2023-01-02,9,1,2023,Monday,No,Pick Up,Cashier,15.0
2023-01-02,11,1,2023,Monday,No,Pick Up,Cashier,23.5
2023-01-02,12,1,2023,Monday,No,Pick Up,Cashier,48.25
2023-01-02,13,1,2023,Monday,No,Dine In,Cashier,15.5
